first_name,last_name,gender,past_3_years_bike_related_purchases,cluster,DOB,age,age_categories,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value
Lizbeth,Garvan,F,36,1,1996-09-06,24,20 to 30,Structural Analysis Engineer,Health,Mass Customer,No,4,5 Schurz Street,2141,NSW,9,676,0.70125
Averil,Ackery,M,93,2,1970-09-09,50,50 to 60,Sales Representative,Retail,Mass Customer,Yes,7,344 Darwin Junction,2093,NSW,12,676,0.70125
Myrtie,Ostrich,F,70,1,1996-06-18,24,20 to 30,VP Quality Control,Property,Affluent Customer,Yes,9,320 Acker Drive,2251,NSW,7,676,0.70125
Ross,Vidgen,M,17,3,1947-12-28,73,70 to 80,VP Sales,Retail,Affluent Customer,No,12,2874 Bay Hill,4032,QLD,9,682,0.7000000000000001
Sibby,Skinner,F,25,3,1981-05-05,39,30 to 40,Accountant IV,Manufacturing,Mass Customer,Yes,12,3 Sunbrook Alley,4178,QLD,7,682,0.7000000000000001
Selle,Casper,F,98,0,1978-03-27,42,40 to 50,Social Worker,Health,Mass Customer,Yes,10,34 Jay Hill,2880,NSW,1,684,0.7
Andrew,Froment,M,58,0,1977-07-19,43,40 to 50,Office Assistant IV,Retail,High Net Worth,No,7,78 Bluestem Road,3860,VIC,2,684,0.7
Maurizia,Ritmeyer,F,95,1,1980-04-09,40,40 to 50,Teacher,Entertainment,Mass Customer,Yes,3,0 Express Lane,2142,NSW,6,684,0.7
Keenan,Moriarty,M,67,1,1994-12-23,26,20 to 30,Actuary,Financial Services,Mass Customer,Yes,2,077 Hansons Point,4075,QLD,8,684,0.7
Davide,Senten,M,22,3,1941-02-23,79,70 to 80,Accounting Assistant II,Manufacturing,Mass Customer,No,11,23737 Bartillon Street,2171,NSW,9,688,0.6970000000000001
Renie,Fiveash,F,92,0,1992-10-10,28,20 to 30,Occupational Therapist,Health,High Net Worth,No,16,2 Anniversary Trail,4508,QLD,4,688,0.6970000000000001
Willard,Booton,M,69,2,1938-09-02,82,Above 80,Untitled,Health,High Net Worth,Yes,7,05 Ronald Regan Alley,2121,NSW,9,688,0.6970000000000001
Debby,Balmadier,F,53,1,1992-06-24,28,20 to 30,Administrative Assistant II,Financial Services,Affluent Customer,Yes,5,738 Spaight Drive,3216,VIC,8,691,0.6906249999999999
Rockie,MacKibbon,M,42,3,1978-04-20,42,40 to 50,Untitled,Untitled,Mass Customer,Yes,13,8 Bunker Hill Court,2298,NSW,8,691,0.6906249999999999
Harvey,Dwelley,M,70,2,1973-08-30,47,40 to 50,Help Desk Technician,Financial Services,Affluent Customer,No,18,59846 2nd Pass,2077,NSW,9,691,0.6906249999999999
Patrice,Pariss,M,96,2,1954-06-15,66,60 to 70,VP Accounting,Financial Services,Mass Customer,No,9,3745 Thierer Trail,4078,QLD,5,691,0.6906249999999999
Arman,Yakubov,M,68,0,1977-10-07,43,40 to 50,VP Quality Control,Property,High Net Worth,Yes,17,11121 Jackson Crossing,2323,NSW,4,691,0.6906249999999999
Gardiner,Gypps,M,91,2,1991-06-01,29,20 to 30,VP Product Management,Retail,Mass Customer,Yes,13,1 Elgar Alley,2166,NSW,9,691,0.6906249999999999
Cathleen,Le Teve,F,75,0,1950-11-06,70,70 to 80,Recruiting Manager,Untitled,High Net Worth,No,18,32834 Caliangt Way,4211,QLD,3,691,0.6906249999999999
Thaddus,Joder,M,31,3,1957-12-10,63,60 to 70,Untitled,Manufacturing,Mass Customer,No,7,27185 Fisk Drive,2290,NSW,8,698,0.69
Josepha,Clamp,F,12,3,1961-11-03,59,50 to 60,Marketing Manager,Untitled,High Net Worth,No,12,2 Harper Junction,2069,NSW,12,698,0.69
Jillane,Simion,F,8,0,1974-07-03,46,40 to 50,VP Marketing,Manufacturing,High Net Worth,No,7,7 Caliangt Street,4209,QLD,3,700,0.6875
Lynnell,Shoesmith,F,44,1,1981-01-29,39,30 to 40,Occupational Therapist,Health,High Net Worth,Yes,7,5331 Ilene Parkway,2560,NSW,8,700,0.6875
Mandie,MacAdie,F,39,3,1974-12-25,46,40 to 50,Chief Design Engineer,Telecommunications,High Net Worth,No,13,1009 Roxbury Point,2110,NSW,11,700,0.6875
Ferdinand,Billie,M,97,2,1965-09-04,55,50 to 60,Chemical Engineer,Manufacturing,Mass Customer,No,6,660 Carey Avenue,2759,NSW,8,700,0.6875
Suzy,Bussens,F,44,3,1973-04-29,47,40 to 50,Untitled,Financial Services,Mass Customer,No,13,25 Oneill Alley,4102,QLD,9,700,0.6875
Emeline,Vezey,F,37,3,1953-08-07,67,60 to 70,Dental Hygienist,Health,Affluent Customer,Yes,19,2 Golden Leaf Parkway,3759,VIC,7,700,0.6875
Cissiee,Baylis,F,99,2,1951-07-22,69,60 to 70,Cost Accountant,Financial Services,High Net Worth,No,16,18 Dottie Park,2230,NSW,11,700,0.6875
Roldan,Raybould,M,27,3,1975-11-18,45,40 to 50,Actuary,Financial Services,Mass Customer,No,11,85 Badeau Pass,3158,VIC,8,700,0.6875
Barth,Weare,M,18,3,1946-08-22,74,70 to 80,Clinical Specialist,Health,Mass Customer,Yes,8,784 Lotheville Court,2541,NSW,5,708,0.68
Alta,Pithcock,F,64,1,1999-11-18,21,20 to 30,GIS Technical Architect,Financial Services,Mass Customer,No,2,57568 Northview Junction,2141,NSW,7,708,0.68
Marc,Keunemann,M,57,2,1972-09-04,48,40 to 50,Dental Hygienist,Health,Affluent Customer,Yes,14,283 Golf View Lane,2747,NSW,8,708,0.68
Bertine,Smalles,F,85,2,1983-12-10,37,30 to 40,VP Quality Control,Financial Services,Mass Customer,Yes,9,7 Johnson Hill,3028,VIC,8,708,0.68
Wilbert,O'Loughnan,M,14,1,1983-05-18,37,30 to 40,Paralegal,Financial Services,Mass Customer,Yes,6,22580 Doe Crossing Drive,4055,QLD,9,708,0.68
Seymour,Fellibrand,M,28,0,1971-10-11,49,40 to 50,Structural Analysis Engineer,Untitled,Affluent Customer,Yes,18,96081 Lakewood Hill,4650,QLD,2,708,0.68
Miran,Runchman,F,47,0,1975-07-09,45,40 to 50,Nurse,Retail,Mass Customer,No,17,6634 Old Gate Parkway,4304,QLD,3,708,0.68
Dorotea,Fenwick,F,74,2,1950-10-12,70,70 to 80,Nurse,Financial Services,High Net Worth,No,12,72 Lukken Crossing,2016,NSW,11,715,0.67734375
Jenny,Massy,F,82,0,1963-10-16,57,50 to 60,Project Manager,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,0.67734375
Hyman,Petrolli,M,8,3,1965-09-09,55,50 to 60,Senior Sales Associate,Untitled,Affluent Customer,Yes,4,290 Menomonie Circle,3782,VIC,7,715,0.67734375
Beatrix,McGivena,F,26,3,1966-10-18,54,50 to 60,Assistant Manager,Health,Mass Customer,Yes,9,6 Sutherland Parkway,4879,QLD,10,715,0.67734375
Nalani,Hallad,F,15,1,1999-11-30,21,20 to 30,Environmental Specialist,Health,Affluent Customer,Yes,9,1 Oriole Crossing,3184,VIC,9,719,0.675
Inglebert,Butland,M,71,2,1966-01-30,54,50 to 60,Actuary,Financial Services,Mass Customer,Yes,7,51837 Canary Center,2114,NSW,9,719,0.675
Brendis,Pineaux,M,12,0,1978-01-15,42,40 to 50,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,5,43030 Carberry Way,2560,NSW,4,719,0.675
Jaimie,Lancastle,M,71,2,1972-10-23,48,40 to 50,VP Marketing,Untitled,Mass Customer,Yes,5,0 Bay Drive,2750,NSW,8,722,0.6715
Glendon,Malham,M,36,0,1965-08-21,55,50 to 60,Web Designer I,Manufacturing,Mass Customer,No,17,6 Anzinger Pass,3030,VIC,6,722,0.6715
Morganica,Bentke,F,40,3,1977-01-03,43,40 to 50,Marketing Assistant,IT,Affluent Customer,Yes,21,19453 Ramsey Point,3067,VIC,11,724,0.67
Calida,Schaben,F,54,2,1969-03-06,51,50 to 60,Recruiting Manager,Untitled,Mass Customer,Yes,10,1861 Chive Court,2199,NSW,9,725,0.6693749999999999
Hallsy,Voysey,M,83,2,1970-03-11,50,50 to 60,Business Systems Development Analyst,Untitled,Mass Customer,No,16,9 Westerfield Point,3437,VIC,9,725,0.6693749999999999
Lanny,Currall,M,37,1,1997-10-23,23,20 to 30,Developer IV,Untitled,High Net Worth,Yes,9,3 Redwing Center,2209,NSW,10,725,0.6693749999999999
Son,Varney,M,75,1,1993-11-02,27,20 to 30,Analog Circuit Design manager,Property,Mass Customer,Yes,10,189 Bayside Court,2480,NSW,7,725,0.6693749999999999
Bartram,Caltun,M,28,3,1956-09-15,64,60 to 70,Internal Auditor,Health,Affluent Customer,Yes,12,174 Farwell Point,2121,NSW,11,725,0.6693749999999999
Halette,Borsi,F,60,2,1961-12-10,59,50 to 60,Research Nurse,Health,Affluent Customer,Yes,16,356 Pennsylvania Point,2128,NSW,9,725,0.6693749999999999
Killie,Densie,M,87,1,1997-03-28,23,20 to 30,Environmental Tech,IT,Mass Customer,Yes,11,62 Dryden Junction,2042,NSW,10,731,0.6640625
Mandi,Adamsson,F,40,1,1992-04-07,28,20 to 30,Programmer Analyst I,Manufacturing,Mass Customer,Yes,5,25 Westerfield Road,4165,QLD,5,731,0.6640625
Kylila,Basezzi,F,94,2,1945-06-11,75,70 to 80,Assistant Manager,Untitled,Mass Customer,Yes,9,64 Armistice Point,4217,QLD,9,733,0.6625000000000001
Yardley,Matten,M,35,0,1991-03-06,29,20 to 30,Junior Executive,Financial Services,Mass Customer,No,15,74 Everett Court,4408,QLD,2,733,0.6625000000000001
Shepperd,Leonards,M,17,1,1981-04-14,39,30 to 40,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,38 Nobel Lane,2147,NSW,9,733,0.6625000000000001
Hamel,Curzey,M,11,1,1990-04-04,30,30 to 40,Structural Engineer,Untitled,Mass Customer,Yes,9,6936 Homewood Avenue,4000,QLD,7,733,0.6625000000000001
Fancie,Woofendell,F,68,2,1966-09-17,54,50 to 60,Research Nurse,Health,Mass Customer,Yes,6,8 Crowley Center,4212,QLD,7,733,0.6625000000000001
Zebulen,Emtage,M,52,0,1963-09-01,57,50 to 60,Senior Developer,Untitled,High Net Worth,Yes,17,44 Ronald Regan Parkway,4352,QLD,7,733,0.6625000000000001
Micheil,Fleote,M,48,3,1975-09-20,45,40 to 50,Civil Engineer,Manufacturing,High Net Worth,No,16,174 Lotheville Crossing,2093,NSW,9,739,0.66
Cecily,Faircley,F,42,0,1947-06-12,73,70 to 80,Accountant IV,IT,Affluent Customer,Yes,19,8 Bluejay Road,4301,QLD,1,739,0.66
Glory,Chilcott,F,49,0,1939-09-09,81,Above 80,Untitled,Telecommunications,High Net Worth,No,9,4286 Rowland Circle,4165,QLD,5,741,0.65875
Sinclair,Wark,M,68,2,1974-02-21,46,40 to 50,Financial Analyst,Financial Services,Mass Customer,Yes,11,44 Thompson Center,2134,NSW,9,741,0.65875
Tomaso,Horsley,M,97,1,2001-04-16,19,Lessthan 20,Junior Executive,Financial Services,Mass Customer,Yes,10,70360 Onsgard Plaza,3977,VIC,6,741,0.65875
Gilli,Christophers,F,70,2,1948-03-02,72,70 to 80,Database Administrator IV,Property,Affluent Customer,Yes,17,53870 Jay Pass,4575,QLD,9,744,0.65625
Errick,Burgin,M,87,0,1998-08-19,22,20 to 30,Professor,Entertainment,Mass Customer,No,11,417 Killdeer Alley,2650,NSW,2,744,0.65625
Damian,Renard,M,43,3,1976-07-19,44,40 to 50,Software Consultant,Retail,Affluent Customer,No,8,28 Prentice Trail,2155,NSW,10,744,0.65625
Agnola,Batterson,F,86,0,1980-01-03,40,40 to 50,Physical Therapy Assistant,Financial Services,Mass Customer,No,7,216 Bultman Park,4305,QLD,3,747,0.6545
Riki,Wandtke,F,25,3,1962-05-12,58,50 to 60,Librarian,Entertainment,Mass Customer,Yes,5,435 Mitchell Street,4115,QLD,7,748,0.65078125
Mikol,Eck,M,99,2,1975-07-25,45,40 to 50,VP Marketing,Financial Services,Mass Customer,Yes,21,15621 Twin Pines Crossing,4130,QLD,9,748,0.65078125
Phyllis,Wibberley,F,7,3,1971-01-10,49,40 to 50,Web Designer IV,Retail,Affluent Customer,No,11,03 Bellgrove Avenue,2066,NSW,12,750,0.65
Burt,Vasechkin,M,33,0,1950-04-15,70,70 to 80,Senior Sales Associate,Retail,Mass Customer,Yes,20,89100 Rusk Crossing,3338,VIC,2,751,0.648125
Trudie,Phinnessy,F,45,3,1960-07-04,60,60 to 70,Untitled,Financial Services,Mass Customer,Yes,15,077 Dennis Lane,3030,VIC,9,751,0.648125
Frederigo,Cribbott,M,35,3,1965-03-15,55,50 to 60,Social Worker,Health,Mass Customer,No,16,42280 Namekagon Crossing,2140,NSW,8,754,0.6459999999999999
Glenda,Eliet,F,87,2,1974-06-17,46,40 to 50,Quality Control Specialist,Untitled,Mass Customer,No,12,1 Fordem Way,3844,VIC,7,755,0.64
Darb,,M,80,0,1969-06-04,51,50 to 60,Food Chemist,Health,Affluent Customer,No,10,780 Bonner Pass,4034,QLD,5,755,0.64
Cal,Van den Velde,M,22,1,1996-03-18,24,20 to 30,Senior Sales Associate,Financial Services,Affluent Customer,Yes,6,77916 Moland Park,3174,VIC,6,755,0.64
Stephani,Sidsaff,F,32,3,1973-09-29,47,40 to 50,Senior Quality Engineer,Financial Services,Mass Customer,Yes,6,00 Southridge Avenue,2036,NSW,11,755,0.64
Meade,Bampton,M,69,2,1982-04-25,38,30 to 40,Health Coach III,Health,High Net Worth,No,17,7870 Stuart Crossing,2090,NSW,7,755,0.64
Flore,Cashen,F,79,0,1978-06-21,42,40 to 50,Untitled,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,4,760,0.6375
Leighton,Firbanks,M,51,0,1973-12-22,47,40 to 50,Teacher,Retail,Affluent Customer,No,21,7234 Sycamore Pass,4178,QLD,3,760,0.6375
Petr,Westman,M,5,1,1987-11-02,33,30 to 40,Nurse Practicioner,Property,Mass Customer,No,7,98454 Dapin Park,4556,QLD,7,760,0.6375
Yorgos,Dewhurst,M,6,0,1950-09-09,70,70 to 80,Software Consultant,Argiculture,Affluent Customer,No,16,4 Talmadge Road,4701,QLD,1,760,0.6375
Simmonds,Bapty,M,52,1,2002-01-04,18,Lessthan 20,Junior Executive,Financial Services,Affluent Customer,No,8,47 Susan Park,2025,NSW,12,760,0.6375
Hagen,MacCarter,M,93,2,1983-02-08,37,30 to 40,Untitled,Entertainment,Affluent Customer,Yes,15,7 Ramsey Trail,3172,VIC,9,760,0.6375
Cazzie,Stanwix,M,37,3,1960-10-01,60,60 to 70,Research Assistant IV,Manufacturing,High Net Worth,Yes,11,6026 Mallory Drive,4561,QLD,7,760,0.6375
Geoff,Gwillym,M,89,1,1999-02-22,21,20 to 30,Clinical Specialist,Health,Affluent Customer,No,8,1 Eliot Plaza,2323,NSW,4,760,0.6375
Simonette,,F,4,1,1990-04-06,30,30 to 40,VP Product Management,Manufacturing,Affluent Customer,Yes,6,66 Hoffman Court,2232,NSW,8,760,0.6375
Deirdre,Sturgeon,F,11,3,1965-12-22,55,50 to 60,VP Sales,Retail,Mass Customer,Yes,9,7 Sycamore Terrace,2232,NSW,10,760,0.6375
Andrea,Pendle,F,86,2,1938-08-05,82,Above 80,Untitled,Untitled,High Net Worth,Yes,13,31281 Meadow Valley Way,4500,QLD,6,760,0.6375
Juliann,Siemantel,F,86,2,1947-12-15,73,70 to 80,Librarian,Entertainment,Mass Customer,No,22,28 Parkside Park,3046,VIC,8,760,0.6375
Janaye,Eade,F,23,1,1984-12-13,36,30 to 40,Chief Design Engineer,Health,Affluent Customer,No,4,2782 Northridge Street,2420,NSW,3,760,0.6375
Dylan,Stranio,M,47,3,1953-04-02,67,60 to 70,Project Manager,Manufacturing,High Net Worth,Yes,9,3662 Beilfuss Lane,2170,NSW,8,773,0.63
Mel,Rochford,F,11,1,1989-07-23,31,30 to 40,Assistant Professor,Retail,Mass Customer,Yes,4,56334 Vera Crossing,3013,VIC,9,774,0.626875
Elvin,Trayhorn,M,46,1,1993-06-02,27,20 to 30,VP Accounting,Financial Services,High Net Worth,No,10,79 Sheridan Point,2231,NSW,10,774,0.626875
Sonni,Milligan,F,73,2,1988-03-05,32,30 to 40,Budget/Accounting Analyst III,Retail,Mass Customer,Yes,14,04769 Dahle Plaza,3170,VIC,9,774,0.626875
Kellina,Haygreen,F,38,3,1966-01-19,54,50 to 60,Librarian,Entertainment,Affluent Customer,No,18,5731 Bunker Hill Lane,2046,NSW,10,778,0.625
Yuma,Dennick,M,40,3,1972-11-10,48,40 to 50,Untitled,Manufacturing,Mass Customer,Yes,6,89244 Macpherson Trail,2528,NSW,8,778,0.625
Ashleigh,,F,46,1,1996-04-05,24,20 to 30,Budget/Accounting Analyst III,Untitled,Mass Customer,Yes,6,922 Utah Avenue,3204,VIC,12,780,0.6242187499999999
Therese,Brotherhood,F,30,3,1981-07-28,39,30 to 40,Food Chemist,Health,Mass Customer,No,10,25044 Bay Avenue,2042,NSW,10,780,0.6242187499999999
Pansie,Beccero,F,35,0,1964-07-07,56,50 to 60,Software Test Engineer I,Financial Services,Affluent Customer,Yes,10,315 Hudson Road,4818,QLD,5,782,0.6204999999999999
Reinaldos,Simmig,M,55,2,1955-01-15,65,60 to 70,Nurse Practicioner,Manufacturing,High Net Worth,No,8,6112 Mariners Cove Park,3147,VIC,10,782,0.6204999999999999
Calhoun,Mussington,M,98,2,1992-10-13,28,20 to 30,Dental Hygienist,Health,Mass Customer,No,12,176 Fallview Plaza,2019,NSW,9,782,0.6204999999999999
Winn,Wells,M,66,1,1994-04-12,26,20 to 30,Analyst Programmer,Manufacturing,Affluent Customer,No,9,544 Pawling Road,2230,NSW,10,785,0.62
Rafi,Brettelle,M,89,2,1956-08-12,64,60 to 70,Operator,Health,High Net Worth,No,6,11 Brickson Park Alley,2166,NSW,10,786,0.61625
Fey,,F,48,3,1957-09-04,63,60 to 70,Research Nurse,Health,High Net Worth,Yes,11,77 Paget Park,3147,VIC,12,786,0.61625
Verne,Loalday,M,1,3,1982-03-20,38,30 to 40,Marketing Assistant,IT,High Net Worth,No,7,598 Memorial Place,2082,NSW,10,788,0.6125
Eleonora,Wiszniewski,F,49,0,1980-04-23,40,40 to 50,Financial Advisor,Financial Services,Affluent Customer,No,9,6227 Quincy Terrace,4740,QLD,2,788,0.6125
Fayre,Brannigan,F,32,1,1992-10-13,28,20 to 30,Geological Engineer,Manufacturing,Mass Customer,Yes,9,31351 Sunbrook Place,2234,NSW,10,788,0.6125
Eachelle,Noirel,F,93,2,1974-01-26,46,40 to 50,Registered Nurse,Health,Affluent Customer,Yes,11,80 Schiller Center,2292,NSW,6,791,0.612
Carl,Troyes,M,4,3,1973-03-12,47,40 to 50,Associate Professor,Property,Mass Customer,No,7,1217 Melody Alley,3109,VIC,10,791,0.612
Cordie,Brankley,F,79,2,1954-09-21,66,60 to 70,Librarian,Entertainment,High Net Worth,No,18,46 Westerfield Place,2195,NSW,6,793,0.6109375000000001
Jackie,Pays,M,21,3,1955-11-09,65,60 to 70,Developer I,Health,Mass Customer,No,9,75024 Ronald Regan Hill,2135,NSW,12,794,0.6056249999999999
Carroll,Schlagman,F,61,2,1951-08-25,69,60 to 70,Clinical Specialist,Health,Affluent Customer,No,13,15 Fisk Road,2099,NSW,9,795,0.6034999999999999
Frans,Idale,M,1,0,1969-10-03,51,50 to 60,Nurse,Manufacturing,Mass Customer,No,10,96 Hermina Place,4350,QLD,2,795,0.6034999999999999
Amara,Clow,F,47,3,1966-11-17,54,50 to 60,Biostatistician IV,Financial Services,Mass Customer,Yes,13,99376 Namekagon Street,3101,VIC,12,797,0.6
Anthony,Morison,M,7,3,1938-06-08,82,Above 80,General Manager,Health,Mass Customer,No,12,276 Derek Circle,2759,NSW,9,797,0.6
Cherye,Stanfield,F,0,3,1981-07-05,39,30 to 40,Environmental Tech,Manufacturing,Affluent Customer,No,13,56766 Mariners Cove Place,2256,NSW,9,797,0.6
Ansell,Tolhurst,M,77,2,1949-08-11,71,70 to 80,Chemical Engineer,Manufacturing,Affluent Customer,No,22,13 Montana Place,2232,NSW,10,797,0.6
Erminie,Rabidge,F,64,2,1982-03-09,38,30 to 40,Untitled,Manufacturing,High Net Worth,No,17,1969 Melody Lane,2170,NSW,8,801,0.59765625
Rosene,Beckey,F,25,3,1974-05-21,46,40 to 50,Account Executive,Health,Mass Customer,Yes,14,02463 Portage Center,2107,NSW,11,801,0.59765625
Darlleen,Shalcras,F,77,2,1980-09-14,40,40 to 50,Health Coach I,Health,Mass Customer,No,11,383 Graceland Avenue,2010,NSW,10,801,0.59765625
Bryon,Goundry,M,79,0,1951-02-05,69,60 to 70,Marketing Manager,Manufacturing,Mass Customer,No,21,005 Kensington Street,4165,QLD,5,804,0.5950000000000001
Sherwin,Minocchi,M,71,2,1947-07-13,73,70 to 80,Project Manager,Untitled,Mass Customer,Yes,11,1 Alpine Crossing,2536,NSW,8,804,0.5950000000000001
Luci,Dyter,F,12,3,1952-05-30,68,60 to 70,Software Test Engineer I,Manufacturing,High Net Worth,No,20,2 Namekagon Trail,3981,VIC,7,804,0.5950000000000001
Sloan,Pudney,M,83,2,1964-11-10,56,50 to 60,Junior Executive,Financial Services,Affluent Customer,No,16,6771 Pleasure Terrace,4557,QLD,9,804,0.5950000000000001
Otes,Elegood,M,67,2,1940-11-25,80,Above 80,Programmer III,Financial Services,High Net Worth,No,21,2632 Del Mar Point,2226,NSW,11,808,0.595
Davie,Blay,M,94,2,1985-12-19,35,30 to 40,Financial Analyst,Financial Services,Mass Customer,No,8,7021 5th Alley,2770,NSW,7,808,0.595
Dorolice,Osmon,F,46,0,1961-01-15,59,50 to 60,Untitled,Financial Services,Affluent Customer,No,15,602 Clove Center,3046,VIC,6,810,0.5874999999999999
Meade,McReedy,F,94,2,1968-11-23,52,50 to 60,Safety Technician IV,Financial Services,Affluent Customer,Yes,9,04153 Johnson Point,2193,NSW,10,810,0.5874999999999999
Rikki,Chaffey,M,69,0,1945-06-11,75,70 to 80,Chemical Engineer,Manufacturing,Mass Customer,No,20,9 Spohn Way,4127,QLD,1,810,0.5874999999999999
Adria,Van den Velde,F,39,3,1978-07-10,42,40 to 50,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,9,6030 Becker Plaza,2261,NSW,7,810,0.5874999999999999
Dmitri,,M,72,0,1991-02-06,29,20 to 30,Untitled,Financial Services,High Net Worth,Yes,15,4 Mallory Pass,3690,VIC,4,810,0.5874999999999999
Maddalena,Hencke,F,61,0,1952-12-09,68,60 to 70,Help Desk Operator,Untitled,High Net Worth,No,22,64037 Swallow Crossing,4170,QLD,5,810,0.5874999999999999
Rand,Winchcum,M,34,1,2000-04-10,20,20 to 30,Software Consultant,Untitled,Affluent Customer,No,3,4594 Jackson Hill,2146,NSW,7,810,0.5874999999999999
Rowen,Sollas,M,38,3,1960-04-23,60,60 to 70,Dental Hygienist,Health,Mass Customer,No,5,4 Anzinger Street,4556,QLD,8,817,0.5864999999999999
Boothe,Hayselden,M,42,3,1940-05-18,80,Above 80,Computer Systems Analyst III,Health,Mass Customer,Yes,17,33 Pond Point,2291,NSW,10,817,0.5864999999999999
Noak,Sleany,M,1,3,1965-05-04,55,50 to 60,Budget/Accounting Analyst I,Financial Services,Affluent Customer,No,17,1 Roth Plaza,3121,VIC,10,817,0.5864999999999999
Callean,Wass,M,65,2,1988-12-15,32,30 to 40,GIS Technical Architect,Financial Services,Affluent Customer,No,14,0593 Stoughton Center,3073,VIC,8,820,0.584375
Keelby,Sudlow,M,96,2,1988-09-01,32,30 to 40,Marketing Assistant,Manufacturing,High Net Worth,No,12,8042 Cherokee Court,3163,VIC,8,820,0.584375
Rodrique,Vernon,M,70,2,1978-08-06,42,40 to 50,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,No,17,5864 Mcbride Trail,3174,VIC,8,820,0.584375
Brod,Attrey,M,46,3,1966-11-05,54,50 to 60,Budget/Accounting Analyst III,Untitled,Mass Customer,Yes,14,180 Lakewood Park,2194,NSW,8,820,0.584375
Manny,Mandy,M,36,3,1977-01-28,43,40 to 50,Account Representative III,Argiculture,Mass Customer,No,16,6 Union Center,4280,QLD,7,820,0.584375
Becky,Lassen,F,11,3,1973-05-11,47,40 to 50,Sales Associate,Financial Services,Mass Customer,Yes,7,41153 Pond Park,2251,NSW,8,820,0.584375
Tessa,Heakey,F,43,0,1971-05-31,49,40 to 50,Senior Financial Analyst,Financial Services,Mass Customer,No,9,6233 Fulton Point,3337,VIC,6,820,0.584375
Herbert,Henryson,M,21,1,1995-10-10,25,20 to 30,Marketing Manager,Untitled,Mass Customer,No,4,05123 Bobwhite Plaza,2528,NSW,9,820,0.584375
Cristie,Bence,F,49,1,2000-04-17,20,20 to 30,Automation Specialist II,Untitled,High Net Worth,No,9,3413 Schmedeman Court,4122,QLD,8,828,0.58
Renate,Whyte,F,60,2,1963-12-08,57,50 to 60,Registered Nurse,Health,High Net Worth,Yes,15,4189 Laurel Center,2620,NSW,7,828,0.58
Toma,Woolforde,F,67,1,1992-03-09,28,20 to 30,Cost Accountant,Financial Services,Mass Customer,Yes,5,76 Melody Avenue,2092,NSW,12,830,0.5780000000000001
Dorie,Dunleavy,F,24,0,1962-05-05,58,50 to 60,Registered Nurse,Health,Affluent Customer,No,12,1 Mcguire Lane,3356,VIC,4,830,0.5780000000000001
Ellie,Toope,F,29,3,1973-08-11,47,40 to 50,Staff Accountant III,Property,High Net Worth,Yes,4,8734 Fulton Hill,2156,NSW,11,832,0.5750000000000001
Leonora,Swetenham,F,66,2,1967-10-05,53,50 to 60,Untitled,IT,Mass Customer,Yes,10,660 Hallows Place,2026,NSW,10,832,0.5750000000000001
Teodor,Mullinder,M,56,0,1962-08-26,58,50 to 60,Nuclear Power Engineer,Manufacturing,High Net Worth,No,11,43 Pond Junction,3216,VIC,5,832,0.5750000000000001
Jared,Fendlow,M,79,2,1963-08-25,57,50 to 60,Media Manager II,Financial Services,Mass Customer,No,15,6195 Bellgrove Lane,4211,QLD,7,832,0.5750000000000001
Andy,Deeming,M,79,2,1979-01-09,41,40 to 50,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,7,63386 Talisman Hill,4556,QLD,8,832,0.5750000000000001
Monty,Thomazin,M,7,3,1951-09-16,69,60 to 70,Quality Engineer,Untitled,Mass Customer,Yes,13,30738 Muir Avenue,3105,VIC,10,838,0.57375
Briano,Janowski,M,66,1,1994-07-17,26,20 to 30,Analyst Programmer,Untitled,Mass Customer,No,7,3259 Eagan Parkway,2066,NSW,8,838,0.57375
Ginger,,M,94,2,1939-02-19,81,Above 80,Human Resources Manager,Untitled,Mass Customer,No,11,160 Fremont Point,2259,NSW,8,840,0.57109375
Logan,Colomb,M,74,2,1948-01-01,72,70 to 80,Recruiter,Untitled,Mass Customer,Yes,19,266 Lakewood Terrace,2761,NSW,8,840,0.57109375
Nichols,Devinn,M,47,3,1979-09-29,41,40 to 50,Recruiter,Untitled,Affluent Customer,No,11,5280 Waxwing Point,2071,NSW,12,842,0.57
Catha,Davitt,F,79,2,1958-04-16,62,60 to 70,Environmental Specialist,Property,High Net Worth,Yes,6,192 South Junction,2567,NSW,7,843,0.5695
Melosa,McOwan,F,25,1,2001-04-17,19,Lessthan 20,Compensation Analyst,Financial Services,Mass Customer,No,12,900 Victoria Way,2211,NSW,9,843,0.5695
Maris,Leete,F,21,0,1973-04-14,47,40 to 50,Engineer IV,Retail,Mass Customer,No,7,06 Main Alley,4300,QLD,4,845,0.5631250000000001
Wilburt,Padden,M,22,1,1994-09-30,26,20 to 30,Engineer I,Manufacturing,Mass Customer,No,3,22 Muir Avenue,2148,NSW,5,845,0.5631250000000001
